[429339]: 345ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:722 CSpxAudioStreamSession::AddRecognizer
[429339]: 346ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x000002DCC021F630
[429339]: 346ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxRecognizer, h=0x000002DCC021F630, p=0x000002DCC021F630, tot=1
[429339]: 346ms SPX_DBG_TRACE_SCOPE_EXIT:  speechapi_c_factory.cpp:332 recognizer_create_translation_recognizer_from_config
[429339]: 347ms SPX_TRACE_VERBOSE recognizer.cs:120 Constructor for 2dcc021f630
[429339]: 349ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x000002DCC021FB78
[429339]: 349ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x000002DCC021FB78, p=0x000002DCC021FB78, tot=3
[429339]: 350ms SPX_DBG_TRACE_SCOPE_ENTER:  connection.cpp:21 CSpxConnection::CSpxConnection
[429339]: 350ms SPX_DBG_TRACE_SCOPE_EXIT:  connection.cpp:21 CSpxConnection::CSpxConnection
[429339]: 350ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxConnection' as '604236279'
[429339]: 350ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x000002DCC02122F0
[429339]: 350ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxConnection, h=0x000002DCC02122F0, p=0x000002DCC02122F0, tot=1
[429339]: 350ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x000002DCC0212320
[429339]: 350ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x000002DCC0212320, p=0x000002DCC0212320, tot=4
[553436]: 357ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x000002DCC021FB78; name='SPEECH-RecoMode'; value=''
[553436]: 357ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x000002DCC002F958; name='SPEECH-RecoMode'; value='CONVERSATION'
[553436]: 357ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:1117 CSpxAudioStreamSession::StartRecognitionAsync
[553436]: 357ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x000002DCC0230790
[553436]: 357ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=CSpxAsyncOp<void>, h=0x000002DCC0230790, p=0x000002DCC0230790, tot=1
[625485]: 357ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1120 *** CSpxAudioStreamSession::StartRecognitionAsync kicked-off THREAD started ***
[625485]: 357ms SPX_TRACE_INFO:  thread_service.cpp:96 Started thread Background with ID [881531ll]
[881531]: 357ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1177 CSpxAudioStreamSession::StartRecognizing
[881531]: 357ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1178 [000002DCC002F870]CSpxAudioStreamSession::StartRecognizing
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3583 [000002DCC002F870]CSpxAudioStreamSession::TryChangeState: recoKind/sessionState: 0/0 => 4/1
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1220 [000002DCC002F870]CSpxAudioStreamSession::StartRecognizing:  Now WaitForPumpSetFormatStart ...
[881531]: 358ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:3164 CSpxAudioStreamSession::StartAudioPump
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3165 [000002DCC002F870]CSpxAudioStreamSession::StartAudioPump:  RecognitionKind 4 | m_audioPump [000002DCC00C2610]
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1447 [000002DCC002F870]CSpxAudioStreamSession::FireSessionStartedEvent: ...
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1458 [000002DCC002F870]CSpxAudioStreamSession::FireSessionStartedEvent: Firing SessionStarted event: SessionId: 54464154bf9d45dabd99324e63771d98
[881531]: 358ms SPX_TRACE_INFO:  thread_service.cpp:96 Started thread User with ID [293058ll]
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x000002DCC002F958; name='SPEECH-SegmentationMaximumTimeMs'; value='0'
[293058]: 358ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1725 DispatchEvent task started...
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x000002DCC002F958; name='SPEECH-MaxBufferSizeMs'; value='66000'
[293058]: 358ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxSessionEventArgs' as '418547108'
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x000002DCC002F958; name='SPEECH-BufferSizePercentSwitchToLowRate'; value='50'
[293058]: 358ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x000002DC9BE3FB60
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x000002DCC002F958; name='SPEECH-BufferSizePercentSwitchToHighRate'; value='9'
[293058]: 358ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxSessionEventArgs, h=0x000002DC9BE3FB60, p=0x000002DC9BE3FB60, tot=1
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:106 [000002DCC01F5150] Is VAD Gating = 0, Is RNNT reco engine = 0, Is conversation transcriber = 0, Is meeting transcriber = 0, Is async transcriber  = 0, fastLane = 5000 msec (160000 bytes), maxDuration = 66000 msec, highDuration = 33000 msec, lowDuration = 5940 msec, lowRate = 100%, highRate = 200%
[881531]: 358ms SPX_DBG_TRACE_FUNCTION:  audio_buffer.cpp:92 PcmAudioBuffer::NewTurn
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x000002DCC002F958; name='IsKeywordAndSpeechRecognizer'; value='false'
[881531]: 358ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2786 CSpxAudioStreamSession::EnsureInitRecoEngineAdapter
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:2790 CSpxAudioStreamSession::EnsureInitRecoEngineAdapter EnsureResetEngineEngineAdapterComplete
[881531]: 358ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2896 CSpxAudioStreamSession::EnsureResetEngineEngineAdapterComplete
[881531]: 358ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2815 CSpxAudioStreamSession::InitRecoEngineAdapter
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxUspRecoEngineAdapterRetry_OffsetFixupWrapper' as '806006714'
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x000002DCC002F958; name='SPEECH-Region'; value='eastus'
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x000002DCC002F958; name='INTENT-region'; value='eastus'
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3251 [000002DCC002F870]CSpxAudioStreamSession::StartAudioPump: Starting pump[000002DCC00C2610]...
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxBufferData' as '705421989'
[881531]: 358ms SPX_TRACE_VERBOSE:  buffer_data.cpp:118 [000002DC9BE41900]CSpxBufferData::EnsureInitRingBuffer - Init
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxBlockingReadWriteRingBuffer' as '956428994'
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x000002DCC002F958; name='AudioConfig_NumberOfChannelsForCapture'; value='1'
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x000002DCC002F958; name='AudioConfig_SampleRateForCapture'; value='16000'
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x000002DCC002F958; name='AudioConfig_BitsPerSampleForCapture'; value='16'
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxAudioProcessorWriteToAudioSourceBuffer' as '354155511'
[881531]: 358ms SPX_DBG_TRACE_SCOPE_ENTER:  microphone_pump_base.cpp:113 MicrophonePumpBase::StartPump() ...
[881531]: 358ms SPX_DBG_TRACE_VERBOSE:  microphone_pump_base.cpp:125 CSpxMicrophonePumpBase::StartPump starting audio input
[591987]: 359ms SPX_DBG_TRACE_SCOPE_ENTER:  microphone_pump_base.cpp:179 MicrophonePumpBase::UpdateState() ...
[591987]: 359ms SPX_DBG_TRACE_VERBOSE:  microphone_pump_base.cpp:183 CSpxMicrophonePumpBase::UpdateState: UpdateState with state as 0.
[591987]: 359ms SPX_DBG_TRACE_SCOPE_EXIT:  microphone_pump_base.cpp:179 MicrophonePumpBase::UpdateState ... Done!
[881531]: 363ms SPX_DBG_TRACE_VERBOSE:  microphone_pump_base.cpp:128 CSpxMicrophonePumpBase::StartPump audio input started!
